customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
4785-FCIFB,0.01052513430862167,0,Low Risk,7.45,Monitor,21.76,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,61,24.4,1417.9,No,Mailed check,No internet service,No internet service,0
4312-KFRXN,0.023925071715536293,0,Low Risk,7.44,Monitor,24.0,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,25.4,1710.9,No,Mailed check,No internet service,No internet service,0
2230-XTUWL,0.006531607699377463,0,Low Risk,7.39,Monitor,15.99,20.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,48,19.55,883.35,No,Mailed check,No internet service,No internet service,0
6340-DACFT,0.0028151368579629513,0,Low Risk,7.32,Monitor,17.62,18.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,50,20.55,1070.25,No,Credit card (automatic),No internet service,No internet service,0
9430-NKQLY,0.020026305910546913,0,Low Risk,7.27,Monitor,24.29,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,25.1,1790.8,No,Credit card (automatic),No internet service,No internet service,0
1574-DYCWE,0.0062230500446617985,0,Low Risk,7.26,Monitor,17.04,17.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,51,19.95,1028.75,No,Mailed check,No internet service,No internet service,0
2696-RZVZW,0.014439332216208982,0,Low Risk,7.2,Monitor,23.34,3.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,68,25.05,1629.2,No,Credit card (automatic),No internet service,No internet service,0
2632-TACXW,0.010030357730048038,0,Low Risk,7.19,Monitor,21.34,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,23.65,1416.75,No,Bank transfer (automatic),No internet service,No internet service,0
9365-CSLBQ,0.019828778209027256,0,Low Risk,7.09,Monitor,23.09,0.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,71,24.35,1654.6,No,Mailed check,No internet service,No internet service,0
8711-LOBKY,0.016229150310329073,0,Low Risk,7.07,Monitor,17.9,10.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,59,19.85,1188.25,No,Mailed check,No internet service,No internet service,0
9135-HSWOC,0.022636439780751548,0,Low Risk,6.94,Monitor,18.31,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,64,19.7,1274.05,No,Bank transfer (automatic),No internet service,No internet service,0
1926-QUZNN,0.012893529203864091,0,Low Risk,6.94,Monitor,24.66,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,25.25,1841.2,No,Bank transfer (automatic),No internet service,No internet service,0
8129-GMVGI,0.008260145321791637,0,Low Risk,6.86,Monitor,17.45,13.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,56,20.05,1090.1,No,Mailed check,No internet service,No internet service,0
2169-RRLFW,0.006873645477196405,0,Low Risk,6.82,Monitor,25.13,0.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,71,25.6,1888.25,No,Credit card (automatic),No internet service,No internet service,0
0397-ZXWQF,0.02031523625731231,0,Low Risk,6.76,Monitor,19.66,4.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,67,20.5,1430.95,No,Bank transfer (automatic),No internet service,No internet service,0
1085-LDWAM,0.024365889858032785,0,Low Risk,6.75,Monitor,19.64,2.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,69,20.35,1442.65,No,Credit card (automatic),No internet service,No internet service,0
4277-BWBML,0.030440375998397856,0,Low Risk,6.51,Monitor,18.73,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,19.95,1322.85,No,Bank transfer (automatic),No internet service,No internet service,0
7167-PCEYD,0.020650737980237626,0,Low Risk,6.51,Monitor,18.58,4.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,67,19.8,1311.3,No,Mailed check,No internet service,No internet service,0
7717-BICXI,0.0068707318054892245,0,Low Risk,6.51,Monitor,18.39,10.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,60,20.55,1205.05,No,Mailed check,No internet service,No internet service,0
0174-QRVVY,0.0031848275638841515,0,Low Risk,6.5,Monitor,24.75,0.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,71,25.35,1847.55,No,Credit card (automatic),No internet service,No internet service,0
2346-LOCWC,0.003022384237770254,0,Low Risk,6.5,Monitor,18.28,11.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,58,20.5,1191.4,No,Credit card (automatic),No internet service,No internet service,0
3836-FZSDJ,0.00255409637687659,0,Low Risk,6.47,Monitor,24.78,0.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,71,24.85,1901.0,No,Bank transfer (automatic),No internet service,No internet service,0
1830-IPXVJ,0.007442031502555389,0,Low Risk,6.46,Monitor,18.55,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,61,19.75,1311.6,No,Credit card (automatic),No internet service,No internet service,0
7729-XBTWX,0.0149817196828417,0,Low Risk,6.33,Monitor,18.74,5.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,66,19.75,1344.5,No,Mailed check,No internet service,No internet service,0
4302-ZYFEL,0.01773925321565401,0,Low Risk,6.32,Monitor,19.52,2.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,69,20.55,1403.1,No,Credit card (automatic),No internet service,No internet service,0
0962-CQPWQ,0.0051194090325145875,0,Low Risk,6.25,Monitor,18.77,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,20.3,1296.15,No,Bank transfer (automatic),No internet service,No internet service,0
2236-HILPA,0.004730990723788653,0,Low Risk,6.16,Monitor,18.52,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,20.65,1218.45,No,Credit card (automatic),No internet service,No internet service,0
8347-GDTMP,0.010813668441083077,0,Low Risk,6.12,Monitor,17.89,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,64,19.45,1225.65,No,Credit card (automatic),No internet service,No internet service,0
8735-SDUFN,0.002835510167724021,0,Low Risk,6.11,Monitor,23.77,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,24.3,1778.7,No,Bank transfer (automatic),No internet service,No internet service,0
6848-HJTXY,0.010300133608190737,0,Low Risk,6.07,Monitor,17.8,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,64,19.45,1208.6,No,Credit card (automatic),No internet service,No internet service,0
8224-KDLKN,0.0012492057383005478,0,Low Risk,6.06,Monitor,23.94,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,25.0,1738.9,No,Bank transfer (automatic),No internet service,No internet service,0
